dod_final.panel,dod_final.unit_num,dod_final.stub_label,dod_final.year,dod_final.age,dod_final.estimate,dod_final.gender,dod_final.cause_of_death,dod_final.age_code
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,1999,All ages,1.9,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2000,All ages,1.4,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2001,All ages,2.5,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2002,All ages,2.6,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2003,All ages,3.3,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2004,All ages,3.3,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2005,All ages,4.6,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2006,All ages,3.6,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2007,All ages,5.2,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2008,All ages,5.2,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2009,All ages,5.3,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2010,All ages,5.7,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2011,All ages,5.9,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2012,All ages,6.8,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2013,All ages,6.5,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2014,All ages,5.8,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2015,All ages,6.5,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2016,All ages,7.6,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2017,All ages,7.5,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: American Indian or Alaska Native,2018,All ages,6.7,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,1999,All ages,,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2000,All ages,,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2001,All ages,,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2002,All ages,,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2003,All ages,,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2004,All ages,0.3,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2005,All ages,0.4,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2006,All ages,0.4,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2007,All ages,0.4,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2008,All ages,0.5,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2009,All ages,0.4,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2010,All ages,0.5,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2011,All ages,0.5,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2012,All ages,0.5,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2013,All ages,0.4,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2014,All ages,0.6,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2015,All ages,0.5,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2016,All ages,0.8,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2017,All ages,0.9,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Female: Asian or Pacific Islander,2018,All ages,0.8,Female,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,1999,All ages,5.8,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2000,All ages,4.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2001,All ages,4.2,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2002,All ages,4.8,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2003,All ages,5.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2004,All ages,4.3,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2005,All ages,4.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2006,All ages,4.9,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2007,All ages,4.9,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2008,All ages,5.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2009,All ages,4.8,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2010,All ages,4.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2011,All ages,4.6,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2012,All ages,5.0,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2013,All ages,5.6,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2014,All ages,5.7,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2015,All ages,6.7,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2016,All ages,9.2,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2017,All ages,10.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Hispanic or Latino: All races,2018,All ages,11.6,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,1999,All ages,4.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2000,All ages,4.4,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2001,All ages,5.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2002,All ages,6.4,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2003,All ages,7.0,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2004,All ages,7.6,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2005,All ages,8.0,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2006,All ages,9.6,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2007,All ages,10.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2008,All ages,10.8,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2009,All ages,11.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2010,All ages,11.6,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2011,All ages,12.4,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2012,All ages,12.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2013,All ages,13.3,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2014,All ages,15.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2015,All ages,18.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2016,All ages,23.4,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2017,All ages,26.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: White,2018,All ages,25.0,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,1999,All ages,5.7,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2000,All ages,5.7,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2001,All ages,5.4,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2002,All ages,5.4,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2003,All ages,5.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2004,All ages,4.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2005,All ages,4.8,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2006,All ages,6.2,Male,Opioid,0
Drug overdose deaths involving any opioid,2,Under 15 years,2002,Under 15 years,0.1,Unknown,Opioid,1
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2007,All ages,4.7,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2008,All ages,4.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2009,All ages,4.9,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2010,All ages,4.3,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2011,All ages,4.9,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2012,All ages,5.3,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2013,All ages,6.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2014,All ages,7.6,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2015,All ages,9.3,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2016,All ages,15.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2017,All ages,19.4,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Black,2018,All ages,21.2,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,1999,All ages,3.6,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2000,All ages,3.7,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2001,All ages,3.8,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2002,All ages,5.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2003,All ages,6.3,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2004,All ages,8.2,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2005,All ages,7.8,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2006,All ages,9.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2007,All ages,8.2,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2008,All ages,11.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2009,All ages,15.2,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2010,All ages,10.0,Male,Opioid,0
Drug overdose deaths involving any opioid,2,Under 15 years,2003,Under 15 years,0.1,Unknown,Opioid,1
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2011,All ages,11.7,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2012,All ages,12.2,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2013,All ages,11.3,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2014,All ages,15.2,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2015,All ages,14.9,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2016,All ages,16.1,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2017,All ages,19.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: American Indian or Alaska Native,2018,All ages,18.3,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,1999,All ages,,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2000,All ages,0.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages,0.4,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2002,All ages,0.8,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2003,All ages,0.5,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2004,All ages,0.6,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2005,All ages,0.9,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2006,All ages,0.7,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2007,All ages,0.6,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2008,All ages,0.7,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2009,All ages,0.9,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2010,All ages,0.9,Male,Opioid,0
Drug overdose deaths involving any opioid,1,Male: Not Hispanic or Latino: Asian or Pacific Islander,2011,All ages,1.2,Male,Opioid,0
